title,company,location,description,source,query,scraped_at,clean_description,skills,clean_title,scraped_date,processed_at,angular,docker,teamwork,sql,communication,javascript,python,azure,aws,tensorflow,kubernetes,pytorch,problem solving,react,leadership,java
data scientist,Software Dynamics,Remote,"We are looking for a data scientist with experience in PyTorch, Kubernetes and Docker. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data scientist,2025-04-17T22:06:07.590135,we are looking for a data scientist with experience in pytorch kubernetes and docker the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'docker', 'category': 'technical'}, {'name': 'kubernetes', 'category': 'technical'}, {'name': 'pytorch', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}]",data scientist,2025-04-17,2025-04-17T22:06:08.677652,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0
data scientist,Future Technologies,Remote,"We are looking for a data scientist with experience in Azure, Python, C#, Java, Docker, TensorFlow and Teamwork. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data scientist,2025-04-17T22:06:07.590135,we are looking for a data scientist with experience in azure python c java docker tensorflow and teamwork the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'python', 'category': 'technical'}, {'name': 'java', 'category': 'technical'}, {'name': 'azure', 'category': 'technical'}, {'name': 'docker', 'category': 'technical'}, {'name': 'tensorflow', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'teamwork', 'category': 'soft'}]",data scientist,2025-04-17,2025-04-17T22:06:08.679659,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1
data analyst,Future Technologies,New York,"We are looking for a data analyst with experience in Leadership, PyTorch, Angular, C#, Agile and Kubernetes. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in New York and offers competitive compensation.",mock_data,data analyst,2025-04-17T22:06:07.590135,we are looking for a data analyst with experience in leadership pytorch angular c agile and kubernetes the ideal candidate will have strong technical skills and excellent communication abilities this role is based in new york and offers competitive compensation,"[{'name': 'kubernetes', 'category': 'technical'}, {'name': 'pytorch', 'category': 'technical'}, {'name': 'angular', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'leadership', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.679659,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0
data analyst,Software Dynamics,New York,"We are looking for a data analyst with experience in JavaScript, React, Java, TensorFlow and Agile. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in New York and offers competitive compensation.",mock_data,data analyst,2025-04-17T22:06:07.590135,we are looking for a data analyst with experience in javascript react java tensorflow and agile the ideal candidate will have strong technical skills and excellent communication abilities this role is based in new york and offers competitive compensation,"[{'name': 'java', 'category': 'technical'}, {'name': 'javascript', 'category': 'technical'}, {'name': 'tensorflow', 'category': 'technical'}, {'name': 'react', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.679659,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1
data analyst,Future Technologies,New York,"We are looking for a data analyst with experience in Angular, PyTorch, Leadership, TensorFlow, Azure, Kubernetes, Docker and React. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in New York and offers competitive compensation.",mock_data,data analyst,2025-04-17T22:06:07.590135,we are looking for a data analyst with experience in angular pytorch leadership tensorflow azure kubernetes docker and react the ideal candidate will have strong technical skills and excellent communication abilities this role is based in new york and offers competitive compensation,"[{'name': 'azure', 'category': 'technical'}, {'name': 'docker', 'category': 'technical'}, {'name': 'kubernetes', 'category': 'technical'}, {'name': 'tensorflow', 'category': 'technical'}, {'name': 'pytorch', 'category': 'technical'}, {'name': 'react', 'category': 'technical'}, {'name': 'angular', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'leadership', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.679659,1,1,0,0,1,0,0,1,0,1,1,1,0,1,1,0
data analyst,Digital Platforms,New York,"We are looking for a data analyst with experience in Communication, AWS, C++, TensorFlow, PyTorch, JavaScript and C#. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in New York and offers competitive compensation.",mock_data,data analyst,2025-04-17T22:06:07.590135,we are looking for a data analyst with experience in communication aws c tensorflow pytorch javascript and c the ideal candidate will have strong technical skills and excellent communication abilities this role is based in new york and offers competitive compensation,"[{'name': 'javascript', 'category': 'technical'}, {'name': 'aws', 'category': 'technical'}, {'name': 'tensorflow', 'category': 'technical'}, {'name': 'pytorch', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.679659,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0
data analyst,AI Research Labs,New York,"We are looking for a data analyst with experience in Kubernetes, C# and Teamwork. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in New York and offers competitive compensation.",mock_data,data analyst,2025-04-17T22:06:07.590135,we are looking for a data analyst with experience in kubernetes c and teamwork the ideal candidate will have strong technical skills and excellent communication abilities this role is based in new york and offers competitive compensation,"[{'name': 'kubernetes', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'teamwork', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.681666,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
data analyst,Tech Innovations,New York,"We are looking for a data analyst with experience in C++, Docker, Kubernetes, React, PyTorch, Teamwork, SQL and Leadership. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in New York and offers competitive compensation.",mock_data,data analyst,2025-04-17T22:06:07.590135,we are looking for a data analyst with experience in c docker kubernetes react pytorch teamwork sql and leadership the ideal candidate will have strong technical skills and excellent communication abilities this role is based in new york and offers competitive compensation,"[{'name': 'sql', 'category': 'technical'}, {'name': 'docker', 'category': 'technical'}, {'name': 'kubernetes', 'category': 'technical'}, {'name': 'pytorch', 'category': 'technical'}, {'name': 'react', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'leadership', 'category': 'soft'}, {'name': 'teamwork', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.681666,0,1,1,1,1,0,0,0,0,0,1,1,0,1,1,0
data analyst,Digital Platforms,New York,"We are looking for a data analyst with experience in C++, React, Node.js and Angular. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in New York and offers competitive compensation.",mock_data,data analyst,2025-04-17T22:06:07.590135,we are looking for a data analyst with experience in c react node js and angular the ideal candidate will have strong technical skills and excellent communication abilities this role is based in new york and offers competitive compensation,"[{'name': 'react', 'category': 'technical'}, {'name': 'angular', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.681666,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
data analyst,Tech Innovations,New York,"We are looking for a data analyst with experience in JavaScript, Communication, C#, PyTorch, Angular, Problem Solving, Node.js and Kubernetes. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in New York and offers competitive compensation.",mock_data,data analyst,2025-04-17T22:06:07.590135,we are looking for a data analyst with experience in javascript communication c pytorch angular problem solving node js and kubernetes the ideal candidate will have strong technical skills and excellent communication abilities this role is based in new york and offers competitive compensation,"[{'name': 'javascript', 'category': 'technical'}, {'name': 'kubernetes', 'category': 'technical'}, {'name': 'pytorch', 'category': 'technical'}, {'name': 'angular', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'problem solving', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.682672,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0
data analyst,Digital Platforms,New York,"We are looking for a data analyst with experience in React, Java, Python, AWS and Node.js. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in New York and offers competitive compensation.",mock_data,data analyst,2025-04-17T22:06:07.590135,we are looking for a data analyst with experience in react java python aws and node js the ideal candidate will have strong technical skills and excellent communication abilities this role is based in new york and offers competitive compensation,"[{'name': 'python', 'category': 'technical'}, {'name': 'java', 'category': 'technical'}, {'name': 'aws', 'category': 'technical'}, {'name': 'react', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.682672,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1
data analyst,Digital Platforms,New York,"We are looking for a data analyst with experience in C#, Teamwork, Communication, C++, Agile, Angular and Problem Solving. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in New York and offers competitive compensation.",mock_data,data analyst,2025-04-17T22:06:07.590135,we are looking for a data analyst with experience in c teamwork communication c agile angular and problem solving the ideal candidate will have strong technical skills and excellent communication abilities this role is based in new york and offers competitive compensation,"[{'name': 'angular', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'teamwork', 'category': 'soft'}, {'name': 'problem solving', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.682672,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
data analyst,Smart Analytics,New York,"We are looking for a data analyst with experience in Java, SQL, Kubernetes and Leadership. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in New York and offers competitive compensation.",mock_data,data analyst,2025-04-17T22:06:07.590135,we are looking for a data analyst with experience in java sql kubernetes and leadership the ideal candidate will have strong technical skills and excellent communication abilities this role is based in new york and offers competitive compensation,"[{'name': 'java', 'category': 'technical'}, {'name': 'sql', 'category': 'technical'}, {'name': 'kubernetes', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'leadership', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.682672,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
data analyst,Smart Analytics,New York,"We are looking for a data analyst with experience in Kubernetes, Communication and Agile. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in New York and offers competitive compensation.",mock_data,data analyst,2025-04-17T22:06:07.590135,we are looking for a data analyst with experience in kubernetes communication and agile the ideal candidate will have strong technical skills and excellent communication abilities this role is based in new york and offers competitive compensation,"[{'name': 'kubernetes', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.682672,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
data analyst,Data Solutions,New York,"We are looking for a data analyst with experience in Docker, Angular, React, Agile, C++, Problem Solving, Kubernetes and C#. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in New York and offers competitive compensation.",mock_data,data analyst,2025-04-17T22:06:07.590135,we are looking for a data analyst with experience in docker angular react agile c problem solving kubernetes and c the ideal candidate will have strong technical skills and excellent communication abilities this role is based in new york and offers competitive compensation,"[{'name': 'docker', 'category': 'technical'}, {'name': 'kubernetes', 'category': 'technical'}, {'name': 'react', 'category': 'technical'}, {'name': 'angular', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'problem solving', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.682672,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0
data analyst,Future Technologies,New York,"We are looking for a data analyst with experience in Angular, Docker, AWS, Teamwork and Leadership. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in New York and offers competitive compensation.",mock_data,data analyst,2025-04-17T22:06:07.590135,we are looking for a data analyst with experience in angular docker aws teamwork and leadership the ideal candidate will have strong technical skills and excellent communication abilities this role is based in new york and offers competitive compensation,"[{'name': 'aws', 'category': 'technical'}, {'name': 'docker', 'category': 'technical'}, {'name': 'angular', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'leadership', 'category': 'soft'}, {'name': 'teamwork', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.684678,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0
data analyst,Digital Platforms,New York,"We are looking for a data analyst with experience in JavaScript, Communication, AWS, SQL, Docker, C#, Angular and Problem Solving. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in New York and offers competitive compensation.",mock_data,data analyst,2025-04-17T22:06:07.590135,we are looking for a data analyst with experience in javascript communication aws sql docker c angular and problem solving the ideal candidate will have strong technical skills and excellent communication abilities this role is based in new york and offers competitive compensation,"[{'name': 'javascript', 'category': 'technical'}, {'name': 'sql', 'category': 'technical'}, {'name': 'aws', 'category': 'technical'}, {'name': 'docker', 'category': 'technical'}, {'name': 'angular', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'problem solving', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.684678,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0
data analyst,Digital Platforms,New York,"We are looking for a data analyst with experience in Python, Kubernetes, C#, JavaScript, Leadership and Agile. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in New York and offers competitive compensation.",mock_data,data analyst,2025-04-17T22:06:07.590135,we are looking for a data analyst with experience in python kubernetes c javascript leadership and agile the ideal candidate will have strong technical skills and excellent communication abilities this role is based in new york and offers competitive compensation,"[{'name': 'python', 'category': 'technical'}, {'name': 'javascript', 'category': 'technical'}, {'name': 'kubernetes', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'leadership', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.684678,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0
data analyst,AI Research Labs,New York,"We are looking for a data analyst with experience in Java, Docker, Problem Solving, C#, Agile and SQL. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in New York and offers competitive compensation.",mock_data,data analyst,2025-04-17T22:06:07.590135,we are looking for a data analyst with experience in java docker problem solving c agile and sql the ideal candidate will have strong technical skills and excellent communication abilities this role is based in new york and offers competitive compensation,"[{'name': 'java', 'category': 'technical'}, {'name': 'sql', 'category': 'technical'}, {'name': 'docker', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'problem solving', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.684678,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1
data analyst,Smart Analytics,New York,"We are looking for a data analyst with experience in SQL, Azure, Communication, C++, C# and PyTorch. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in New York and offers competitive compensation.",mock_data,data analyst,2025-04-17T22:06:07.590135,we are looking for a data analyst with experience in sql azure communication c c and pytorch the ideal candidate will have strong technical skills and excellent communication abilities this role is based in new york and offers competitive compensation,"[{'name': 'sql', 'category': 'technical'}, {'name': 'azure', 'category': 'technical'}, {'name': 'pytorch', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.684678,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0
data analyst,Smart Analytics,New York,"We are looking for a data analyst with experience in Azure, React, AWS, Node.js, Leadership and Python. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in New York and offers competitive compensation.",mock_data,data analyst,2025-04-17T22:06:07.590135,we are looking for a data analyst with experience in azure react aws node js leadership and python the ideal candidate will have strong technical skills and excellent communication abilities this role is based in new york and offers competitive compensation,"[{'name': 'python', 'category': 'technical'}, {'name': 'aws', 'category': 'technical'}, {'name': 'azure', 'category': 'technical'}, {'name': 'react', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'leadership', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.686684,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0
data analyst,AI Research Labs,New York,"We are looking for a data analyst with experience in Azure, Java, C# and SQL. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in New York and offers competitive compensation.",mock_data,data analyst,2025-04-17T22:06:07.590135,we are looking for a data analyst with experience in azure java c and sql the ideal candidate will have strong technical skills and excellent communication abilities this role is based in new york and offers competitive compensation,"[{'name': 'java', 'category': 'technical'}, {'name': 'sql', 'category': 'technical'}, {'name': 'azure', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.686684,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
data analyst,Data Solutions,Remote,"We are looking for a data analyst with experience in TensorFlow, Node.js, Java, C#, Angular, React, Azure and AWS. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data analyst,2025-04-17T22:06:07.590135,we are looking for a data analyst with experience in tensorflow node js java c angular react azure and aws the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'java', 'category': 'technical'}, {'name': 'aws', 'category': 'technical'}, {'name': 'azure', 'category': 'technical'}, {'name': 'tensorflow', 'category': 'technical'}, {'name': 'react', 'category': 'technical'}, {'name': 'angular', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.687189,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1
data analyst,Digital Platforms,Remote,"We are looking for a data analyst with experience in React, Agile, PyTorch and JavaScript. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data analyst,2025-04-17T22:06:07.590135,we are looking for a data analyst with experience in react agile pytorch and javascript the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'javascript', 'category': 'technical'}, {'name': 'pytorch', 'category': 'technical'}, {'name': 'react', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.687189,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0
data analyst,Software Dynamics,Remote,"We are looking for a data analyst with experience in Java, C++, SQL and AWS. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data analyst,2025-04-17T22:06:07.590135,we are looking for a data analyst with experience in java c sql and aws the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'java', 'category': 'technical'}, {'name': 'sql', 'category': 'technical'}, {'name': 'aws', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.687189,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
data analyst,Software Dynamics,Remote,"We are looking for a data analyst with experience in TensorFlow, Agile, Kubernetes and Python. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data analyst,2025-04-17T22:06:07.590135,we are looking for a data analyst with experience in tensorflow agile kubernetes and python the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'python', 'category': 'technical'}, {'name': 'kubernetes', 'category': 'technical'}, {'name': 'tensorflow', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.687189,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0
data analyst,Tech Innovations,Remote,"We are looking for a data analyst with experience in Kubernetes, Agile, TensorFlow and C++. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data analyst,2025-04-17T22:06:07.590135,we are looking for a data analyst with experience in kubernetes agile tensorflow and c the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'kubernetes', 'category': 'technical'}, {'name': 'tensorflow', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.687189,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
data analyst,Tech Innovations,Remote,"We are looking for a data analyst with experience in JavaScript, C++, C#, Teamwork, Azure, Python and Leadership. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data analyst,2025-04-17T22:06:07.590135,we are looking for a data analyst with experience in javascript c c teamwork azure python and leadership the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'python', 'category': 'technical'}, {'name': 'javascript', 'category': 'technical'}, {'name': 'azure', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'leadership', 'category': 'soft'}, {'name': 'teamwork', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.687189,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0
data analyst,Future Technologies,Remote,"We are looking for a data analyst with experience in PyTorch, Leadership, C# and AWS. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data analyst,2025-04-17T22:06:07.590135,we are looking for a data analyst with experience in pytorch leadership c and aws the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'aws', 'category': 'technical'}, {'name': 'pytorch', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'leadership', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.689202,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
data analyst,Tech Innovations,Remote,"We are looking for a data analyst with experience in Kubernetes, Teamwork, C++ and AWS. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data analyst,2025-04-17T22:06:07.590135,we are looking for a data analyst with experience in kubernetes teamwork c and aws the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'aws', 'category': 'technical'}, {'name': 'kubernetes', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'teamwork', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.689202,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
data analyst,Digital Platforms,Remote,"We are looking for a data analyst with experience in Communication, SQL, Angular and Node.js. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data analyst,2025-04-17T22:06:07.590135,we are looking for a data analyst with experience in communication sql angular and node js the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'sql', 'category': 'technical'}, {'name': 'angular', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.689202,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
data analyst,Tech Innovations,Remote,"We are looking for a data analyst with experience in Azure, Leadership and C#. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data analyst,2025-04-17T22:06:07.590135,we are looking for a data analyst with experience in azure leadership and c the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'azure', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'leadership', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.689202,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
data analyst,Future Technologies,Remote,"We are looking for a data analyst with experience in Node.js, C#, Agile, Angular, Docker and Azure. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data analyst,2025-04-17T22:06:07.590135,we are looking for a data analyst with experience in node js c agile angular docker and azure the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'azure', 'category': 'technical'}, {'name': 'docker', 'category': 'technical'}, {'name': 'angular', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.689202,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
data analyst,Software Dynamics,Remote,"We are looking for a data analyst with experience in Communication, Problem Solving, Azure and Java. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data analyst,2025-04-17T22:06:07.590135,we are looking for a data analyst with experience in communication problem solving azure and java the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'java', 'category': 'technical'}, {'name': 'azure', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'problem solving', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.689202,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
data analyst,Tech Innovations,Remote,"We are looking for a data analyst with experience in Communication, Node.js, C++, Kubernetes and Leadership. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data analyst,2025-04-17T22:06:07.590135,we are looking for a data analyst with experience in communication node js c kubernetes and leadership the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'kubernetes', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'leadership', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.691208,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
data analyst,Digital Platforms,Remote,"We are looking for a data analyst with experience in Leadership, Python, TensorFlow, Agile, C++, Teamwork and Kubernetes. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data analyst,2025-04-17T22:06:07.590135,we are looking for a data analyst with experience in leadership python tensorflow agile c teamwork and kubernetes the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'python', 'category': 'technical'}, {'name': 'kubernetes', 'category': 'technical'}, {'name': 'tensorflow', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'leadership', 'category': 'soft'}, {'name': 'teamwork', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.691208,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0
data analyst,Cloud Systems,Remote,"We are looking for a data analyst with experience in SQL, C++, AWS, Azure, Docker and TensorFlow. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data analyst,2025-04-17T22:06:07.590135,we are looking for a data analyst with experience in sql c aws azure docker and tensorflow the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'sql', 'category': 'technical'}, {'name': 'aws', 'category': 'technical'}, {'name': 'azure', 'category': 'technical'}, {'name': 'docker', 'category': 'technical'}, {'name': 'tensorflow', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.691208,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0
data analyst,Digital Platforms,Remote,"We are looking for a data analyst with experience in JavaScript, Kubernetes, Python, C++, Angular and Java. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data analyst,2025-04-17T22:06:07.590135,we are looking for a data analyst with experience in javascript kubernetes python c angular and java the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'python', 'category': 'technical'}, {'name': 'java', 'category': 'technical'}, {'name': 'javascript', 'category': 'technical'}, {'name': 'kubernetes', 'category': 'technical'}, {'name': 'angular', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.691208,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1
