title,company,location,description,source,query,scraped_at,clean_description,skills,clean_title,scraped_date,processed_at,react,angular,java,teamwork,javascript,kubernetes,problem solving,leadership,aws,communication,sql,tensorflow,pytorch,azure,python,docker
data scientist,Software Dynamics,Remote,"We are looking for a data scientist with experience in SQL, C++, Angular, Docker and Agile. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data scientist,2025-04-17T09:16:24.387704,we are looking for a data scientist with experience in sql c angular docker and agile the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'sql', 'category': 'technical'}, {'name': 'docker', 'category': 'technical'}, {'name': 'angular', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}]",data scientist,2025-04-17,2025-04-17T22:06:08.671080,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1
data scientist,Tech Innovations,Remote,"We are looking for a data scientist with experience in TensorFlow, Docker, Java, Leadership, Communication and Teamwork. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data scientist,2025-04-17T09:16:24.387704,we are looking for a data scientist with experience in tensorflow docker java leadership communication and teamwork the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'java', 'category': 'technical'}, {'name': 'docker', 'category': 'technical'}, {'name': 'tensorflow', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'leadership', 'category': 'soft'}, {'name': 'teamwork', 'category': 'soft'}]",data scientist,2025-04-17,2025-04-17T22:06:08.673640,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1
data analyst,AI Research Labs,New York,"We are looking for a data analyst with experience in C++, Java and PyTorch. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in New York and offers competitive compensation.",mock_data,data analyst,2025-04-17T09:16:24.387704,we are looking for a data analyst with experience in c java and pytorch the ideal candidate will have strong technical skills and excellent communication abilities this role is based in new york and offers competitive compensation,"[{'name': 'java', 'category': 'technical'}, {'name': 'pytorch', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.673640,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
data analyst,Cloud Systems,New York,"We are looking for a data analyst with experience in Docker, Leadership, AWS and C++. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in New York and offers competitive compensation.",mock_data,data analyst,2025-04-17T09:16:24.387704,we are looking for a data analyst with experience in docker leadership aws and c the ideal candidate will have strong technical skills and excellent communication abilities this role is based in new york and offers competitive compensation,"[{'name': 'aws', 'category': 'technical'}, {'name': 'docker', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'leadership', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.673640,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
data analyst,Future Technologies,New York,"We are looking for a data analyst with experience in C#, Kubernetes, Node.js and AWS. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in New York and offers competitive compensation.",mock_data,data analyst,2025-04-17T09:16:24.387704,we are looking for a data analyst with experience in c kubernetes node js and aws the ideal candidate will have strong technical skills and excellent communication abilities this role is based in new york and offers competitive compensation,"[{'name': 'aws', 'category': 'technical'}, {'name': 'kubernetes', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.673640,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
data analyst,Software Dynamics,New York,"We are looking for a data analyst with experience in React, Docker and JavaScript. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in New York and offers competitive compensation.",mock_data,data analyst,2025-04-17T09:16:24.387704,we are looking for a data analyst with experience in react docker and javascript the ideal candidate will have strong technical skills and excellent communication abilities this role is based in new york and offers competitive compensation,"[{'name': 'javascript', 'category': 'technical'}, {'name': 'docker', 'category': 'technical'}, {'name': 'react', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.673640,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
data analyst,Software Dynamics,New York,"We are looking for a data analyst with experience in JavaScript, AWS, TensorFlow and SQL. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in New York and offers competitive compensation.",mock_data,data analyst,2025-04-17T09:16:24.387704,we are looking for a data analyst with experience in javascript aws tensorflow and sql the ideal candidate will have strong technical skills and excellent communication abilities this role is based in new york and offers competitive compensation,"[{'name': 'javascript', 'category': 'technical'}, {'name': 'sql', 'category': 'technical'}, {'name': 'aws', 'category': 'technical'}, {'name': 'tensorflow', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.673640,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0
data analyst,Tech Innovations,New York,"We are looking for a data analyst with experience in Node.js, Angular, Python, Agile, AWS and Kubernetes. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in New York and offers competitive compensation.",mock_data,data analyst,2025-04-17T09:16:24.387704,we are looking for a data analyst with experience in node js angular python agile aws and kubernetes the ideal candidate will have strong technical skills and excellent communication abilities this role is based in new york and offers competitive compensation,"[{'name': 'python', 'category': 'technical'}, {'name': 'aws', 'category': 'technical'}, {'name': 'kubernetes', 'category': 'technical'}, {'name': 'angular', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.675646,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0
data analyst,Smart Analytics,New York,"We are looking for a data analyst with experience in Problem Solving, C#, JavaScript, Docker, Angular, TensorFlow, Agile and Node.js. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in New York and offers competitive compensation.",mock_data,data analyst,2025-04-17T09:16:24.387704,we are looking for a data analyst with experience in problem solving c javascript docker angular tensorflow agile and node js the ideal candidate will have strong technical skills and excellent communication abilities this role is based in new york and offers competitive compensation,"[{'name': 'javascript', 'category': 'technical'}, {'name': 'docker', 'category': 'technical'}, {'name': 'tensorflow', 'category': 'technical'}, {'name': 'angular', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'problem solving', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.675646,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1
data analyst,Smart Analytics,New York,"We are looking for a data analyst with experience in Python, Kubernetes, SQL and Agile. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in New York and offers competitive compensation.",mock_data,data analyst,2025-04-17T09:16:24.387704,we are looking for a data analyst with experience in python kubernetes sql and agile the ideal candidate will have strong technical skills and excellent communication abilities this role is based in new york and offers competitive compensation,"[{'name': 'python', 'category': 'technical'}, {'name': 'sql', 'category': 'technical'}, {'name': 'kubernetes', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.675646,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0
data analyst,Software Dynamics,New York,"We are looking for a data analyst with experience in JavaScript, Java, Angular, Communication, Azure, Python, AWS and PyTorch. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in New York and offers competitive compensation.",mock_data,data analyst,2025-04-17T09:16:24.387704,we are looking for a data analyst with experience in javascript java angular communication azure python aws and pytorch the ideal candidate will have strong technical skills and excellent communication abilities this role is based in new york and offers competitive compensation,"[{'name': 'python', 'category': 'technical'}, {'name': 'java', 'category': 'technical'}, {'name': 'javascript', 'category': 'technical'}, {'name': 'aws', 'category': 'technical'}, {'name': 'azure', 'category': 'technical'}, {'name': 'pytorch', 'category': 'technical'}, {'name': 'angular', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.675646,0,1,1,0,1,0,0,0,1,1,0,0,1,1,1,0
data analyst,Digital Platforms,New York,"We are looking for a data analyst with experience in React, Node.js, Teamwork, TensorFlow, Azure, AWS and Java. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in New York and offers competitive compensation.",mock_data,data analyst,2025-04-17T09:16:24.387704,we are looking for a data analyst with experience in react node js teamwork tensorflow azure aws and java the ideal candidate will have strong technical skills and excellent communication abilities this role is based in new york and offers competitive compensation,"[{'name': 'java', 'category': 'technical'}, {'name': 'aws', 'category': 'technical'}, {'name': 'azure', 'category': 'technical'}, {'name': 'tensorflow', 'category': 'technical'}, {'name': 'react', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'teamwork', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.675646,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0
data analyst,Smart Analytics,New York,"We are looking for a data analyst with experience in C#, Azure, Leadership, React, PyTorch and SQL. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in New York and offers competitive compensation.",mock_data,data analyst,2025-04-17T09:16:24.387704,we are looking for a data analyst with experience in c azure leadership react pytorch and sql the ideal candidate will have strong technical skills and excellent communication abilities this role is based in new york and offers competitive compensation,"[{'name': 'sql', 'category': 'technical'}, {'name': 'azure', 'category': 'technical'}, {'name': 'pytorch', 'category': 'technical'}, {'name': 'react', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'leadership', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.675646,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0
data analyst,Future Technologies,New York,"We are looking for a data analyst with experience in Leadership, JavaScript, TensorFlow, Teamwork and React. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in New York and offers competitive compensation.",mock_data,data analyst,2025-04-17T09:16:24.387704,we are looking for a data analyst with experience in leadership javascript tensorflow teamwork and react the ideal candidate will have strong technical skills and excellent communication abilities this role is based in new york and offers competitive compensation,"[{'name': 'javascript', 'category': 'technical'}, {'name': 'tensorflow', 'category': 'technical'}, {'name': 'react', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'leadership', 'category': 'soft'}, {'name': 'teamwork', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.677652,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0
data analyst,Tech Innovations,New York,"We are looking for a data analyst with experience in Teamwork, Docker and Azure. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in New York and offers competitive compensation.",mock_data,data analyst,2025-04-17T09:16:24.387704,we are looking for a data analyst with experience in teamwork docker and azure the ideal candidate will have strong technical skills and excellent communication abilities this role is based in new york and offers competitive compensation,"[{'name': 'azure', 'category': 'technical'}, {'name': 'docker', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'teamwork', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.677652,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
data analyst,Data Solutions,New York,"We are looking for a data analyst with experience in TensorFlow, Angular, JavaScript, React and Problem Solving. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in New York and offers competitive compensation.",mock_data,data analyst,2025-04-17T09:16:24.387704,we are looking for a data analyst with experience in tensorflow angular javascript react and problem solving the ideal candidate will have strong technical skills and excellent communication abilities this role is based in new york and offers competitive compensation,"[{'name': 'javascript', 'category': 'technical'}, {'name': 'tensorflow', 'category': 'technical'}, {'name': 'react', 'category': 'technical'}, {'name': 'angular', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'problem solving', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.677652,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0
data analyst,Digital Platforms,New York,"We are looking for a data analyst with experience in Agile, Java, Communication, TensorFlow, Kubernetes, AWS, React and SQL. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in New York and offers competitive compensation.",mock_data,data analyst,2025-04-17T09:16:24.387704,we are looking for a data analyst with experience in agile java communication tensorflow kubernetes aws react and sql the ideal candidate will have strong technical skills and excellent communication abilities this role is based in new york and offers competitive compensation,"[{'name': 'java', 'category': 'technical'}, {'name': 'sql', 'category': 'technical'}, {'name': 'aws', 'category': 'technical'}, {'name': 'kubernetes', 'category': 'technical'}, {'name': 'tensorflow', 'category': 'technical'}, {'name': 'react', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.677652,1,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0
data analyst,Digital Platforms,New York,"We are looking for a data analyst with experience in Java, Python, Agile, Node.js, TensorFlow, SQL, PyTorch and React. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in New York and offers competitive compensation.",mock_data,data analyst,2025-04-17T09:16:24.387704,we are looking for a data analyst with experience in java python agile node js tensorflow sql pytorch and react the ideal candidate will have strong technical skills and excellent communication abilities this role is based in new york and offers competitive compensation,"[{'name': 'python', 'category': 'technical'}, {'name': 'java', 'category': 'technical'}, {'name': 'sql', 'category': 'technical'}, {'name': 'tensorflow', 'category': 'technical'}, {'name': 'pytorch', 'category': 'technical'}, {'name': 'react', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.677652,1,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0
data analyst,Software Dynamics,New York,"We are looking for a data analyst with experience in Agile, Teamwork and Node.js. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in New York and offers competitive compensation.",mock_data,data analyst,2025-04-17T09:16:24.387704,we are looking for a data analyst with experience in agile teamwork and node js the ideal candidate will have strong technical skills and excellent communication abilities this role is based in new york and offers competitive compensation,"[{'name': 'communication', 'category': 'soft'}, {'name': 'teamwork', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.677652,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
data analyst,Tech Innovations,New York,"We are looking for a data analyst with experience in SQL, Java, Leadership and C++. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in New York and offers competitive compensation.",mock_data,data analyst,2025-04-17T09:16:24.387704,we are looking for a data analyst with experience in sql java leadership and c the ideal candidate will have strong technical skills and excellent communication abilities this role is based in new york and offers competitive compensation,"[{'name': 'java', 'category': 'technical'}, {'name': 'sql', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'leadership', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.679659,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0
data analyst,AI Research Labs,New York,"We are looking for a data analyst with experience in JavaScript, Node.js, C++, React, AWS, C# and TensorFlow. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in New York and offers competitive compensation.",mock_data,data analyst,2025-04-17T09:16:24.387704,we are looking for a data analyst with experience in javascript node js c react aws c and tensorflow the ideal candidate will have strong technical skills and excellent communication abilities this role is based in new york and offers competitive compensation,"[{'name': 'javascript', 'category': 'technical'}, {'name': 'aws', 'category': 'technical'}, {'name': 'tensorflow', 'category': 'technical'}, {'name': 'react', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.679659,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0
data analyst,Cloud Systems,New York,"We are looking for a data analyst with experience in Communication, Kubernetes, React, Agile, PyTorch, TensorFlow and SQL. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in New York and offers competitive compensation.",mock_data,data analyst,2025-04-17T09:16:24.387704,we are looking for a data analyst with experience in communication kubernetes react agile pytorch tensorflow and sql the ideal candidate will have strong technical skills and excellent communication abilities this role is based in new york and offers competitive compensation,"[{'name': 'sql', 'category': 'technical'}, {'name': 'kubernetes', 'category': 'technical'}, {'name': 'tensorflow', 'category': 'technical'}, {'name': 'pytorch', 'category': 'technical'}, {'name': 'react', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.679659,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0
data analyst,Data Solutions,Remote,"We are looking for a data analyst with experience in Problem Solving, SQL, JavaScript and C++. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data analyst,2025-04-17T09:16:24.387704,we are looking for a data analyst with experience in problem solving sql javascript and c the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'javascript', 'category': 'technical'}, {'name': 'sql', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'problem solving', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.679659,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0
data analyst,Digital Platforms,Remote,"We are looking for a data analyst with experience in AWS, Communication, SQL, Java and Python. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data analyst,2025-04-17T09:16:24.387704,we are looking for a data analyst with experience in aws communication sql java and python the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'python', 'category': 'technical'}, {'name': 'java', 'category': 'technical'}, {'name': 'sql', 'category': 'technical'}, {'name': 'aws', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.679659,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0
data analyst,Tech Innovations,Remote,"We are looking for a data analyst with experience in PyTorch, Angular, Agile, React, JavaScript, AWS and Teamwork. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data analyst,2025-04-17T09:16:24.387704,we are looking for a data analyst with experience in pytorch angular agile react javascript aws and teamwork the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'javascript', 'category': 'technical'}, {'name': 'aws', 'category': 'technical'}, {'name': 'pytorch', 'category': 'technical'}, {'name': 'react', 'category': 'technical'}, {'name': 'angular', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'teamwork', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.681666,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0
data analyst,Tech Innovations,Remote,"We are looking for a data analyst with experience in C#, PyTorch, TensorFlow, Docker, Angular, JavaScript and Kubernetes. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data analyst,2025-04-17T09:16:24.387704,we are looking for a data analyst with experience in c pytorch tensorflow docker angular javascript and kubernetes the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'javascript', 'category': 'technical'}, {'name': 'docker', 'category': 'technical'}, {'name': 'kubernetes', 'category': 'technical'}, {'name': 'tensorflow', 'category': 'technical'}, {'name': 'pytorch', 'category': 'technical'}, {'name': 'angular', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.681666,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,1
data analyst,Smart Analytics,Remote,"We are looking for a data analyst with experience in Communication, Problem Solving, Agile, Leadership, JavaScript and Python. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data analyst,2025-04-17T09:16:24.387704,we are looking for a data analyst with experience in communication problem solving agile leadership javascript and python the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'python', 'category': 'technical'}, {'name': 'javascript', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'leadership', 'category': 'soft'}, {'name': 'problem solving', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.682672,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0
data analyst,Data Solutions,Remote,"We are looking for a data analyst with experience in Problem Solving, TensorFlow, C#, Leadership, AWS, C++, Agile and PyTorch. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data analyst,2025-04-17T09:16:24.387704,we are looking for a data analyst with experience in problem solving tensorflow c leadership aws c agile and pytorch the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'aws', 'category': 'technical'}, {'name': 'tensorflow', 'category': 'technical'}, {'name': 'pytorch', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'leadership', 'category': 'soft'}, {'name': 'problem solving', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.682672,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0
data analyst,Digital Platforms,Remote,"We are looking for a data analyst with experience in TensorFlow, Java, Python, JavaScript and C#. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data analyst,2025-04-17T09:16:24.387704,we are looking for a data analyst with experience in tensorflow java python javascript and c the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'python', 'category': 'technical'}, {'name': 'java', 'category': 'technical'}, {'name': 'javascript', 'category': 'technical'}, {'name': 'tensorflow', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.682672,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0
data analyst,Future Technologies,Remote,"We are looking for a data analyst with experience in Node.js, Docker, TensorFlow and PyTorch. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data analyst,2025-04-17T09:16:24.387704,we are looking for a data analyst with experience in node js docker tensorflow and pytorch the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'docker', 'category': 'technical'}, {'name': 'tensorflow', 'category': 'technical'}, {'name': 'pytorch', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.682672,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1
data analyst,Cloud Systems,Remote,"We are looking for a data analyst with experience in Teamwork, Azure, Docker and Problem Solving. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data analyst,2025-04-17T09:16:24.387704,we are looking for a data analyst with experience in teamwork azure docker and problem solving the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'azure', 'category': 'technical'}, {'name': 'docker', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'teamwork', 'category': 'soft'}, {'name': 'problem solving', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.682672,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1
data analyst,Data Solutions,Remote,"We are looking for a data analyst with experience in Java, Azure, Angular, Python, AWS, Node.js, TensorFlow and JavaScript. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data analyst,2025-04-17T09:16:24.387704,we are looking for a data analyst with experience in java azure angular python aws node js tensorflow and javascript the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'python', 'category': 'technical'}, {'name': 'java', 'category': 'technical'}, {'name': 'javascript', 'category': 'technical'}, {'name': 'aws', 'category': 'technical'}, {'name': 'azure', 'category': 'technical'}, {'name': 'tensorflow', 'category': 'technical'}, {'name': 'angular', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.684678,0,1,1,0,1,0,0,0,1,1,0,1,0,1,1,0
data analyst,Digital Platforms,Remote,"We are looking for a data analyst with experience in Leadership, Node.js, Problem Solving, Java, JavaScript, Agile and Communication. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data analyst,2025-04-17T09:16:24.387704,we are looking for a data analyst with experience in leadership node js problem solving java javascript agile and communication the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'java', 'category': 'technical'}, {'name': 'javascript', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'leadership', 'category': 'soft'}, {'name': 'problem solving', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.684678,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0
data analyst,AI Research Labs,Remote,"We are looking for a data analyst with experience in React, SQL, PyTorch and Python. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data analyst,2025-04-17T09:16:24.387704,we are looking for a data analyst with experience in react sql pytorch and python the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'python', 'category': 'technical'}, {'name': 'sql', 'category': 'technical'}, {'name': 'pytorch', 'category': 'technical'}, {'name': 'react', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.684678,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0
data analyst,Smart Analytics,Remote,"We are looking for a data analyst with experience in Communication, Docker, TensorFlow, PyTorch, Java and C#. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data analyst,2025-04-17T09:16:24.387704,we are looking for a data analyst with experience in communication docker tensorflow pytorch java and c the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'java', 'category': 'technical'}, {'name': 'docker', 'category': 'technical'}, {'name': 'tensorflow', 'category': 'technical'}, {'name': 'pytorch', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.684678,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1
data analyst,Software Dynamics,Remote,"We are looking for a data analyst with experience in Python, SQL, C++, PyTorch, React and AWS. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data analyst,2025-04-17T09:16:24.387704,we are looking for a data analyst with experience in python sql c pytorch react and aws the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'python', 'category': 'technical'}, {'name': 'sql', 'category': 'technical'}, {'name': 'aws', 'category': 'technical'}, {'name': 'pytorch', 'category': 'technical'}, {'name': 'react', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.686684,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0
data analyst,Data Solutions,Remote,"We are looking for a data analyst with experience in Communication, React, Python, Leadership and JavaScript. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data analyst,2025-04-17T09:16:24.387704,we are looking for a data analyst with experience in communication react python leadership and javascript the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'python', 'category': 'technical'}, {'name': 'javascript', 'category': 'technical'}, {'name': 'react', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'leadership', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.686684,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
