title,company,location,description,source,query,scraped_at,clean_description,skills,clean_title,scraped_date,processed_at,tensorflow,teamwork,azure,problem solving,communication,docker,angular,kubernetes,leadership,react,javascript,aws,pytorch,java,python,sql
data scientist,Cloud Systems,Remote,"We are looking for a data scientist with experience in Kubernetes, Leadership, SQL, TensorFlow, Python, AWS and Teamwork. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data scientist,2025-04-17T09:14:23.884385,we are looking for a data scientist with experience in kubernetes leadership sql tensorflow python aws and teamwork the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'python', 'category': 'technical'}, {'name': 'sql', 'category': 'technical'}, {'name': 'aws', 'category': 'technical'}, {'name': 'kubernetes', 'category': 'technical'}, {'name': 'tensorflow', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'leadership', 'category': 'soft'}, {'name': 'teamwork', 'category': 'soft'}]",data scientist,2025-04-17,2025-04-17T22:06:08.661122,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1
data scientist,Data Solutions,Remote,"We are looking for a data scientist with experience in Teamwork, Problem Solving, SQL, C#, Communication, Leadership and JavaScript. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data scientist,2025-04-17T09:14:23.884385,we are looking for a data scientist with experience in teamwork problem solving sql c communication leadership and javascript the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'javascript', 'category': 'technical'}, {'name': 'sql', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'leadership', 'category': 'soft'}, {'name': 'teamwork', 'category': 'soft'}, {'name': 'problem solving', 'category': 'soft'}]",data scientist,2025-04-17,2025-04-17T22:06:08.661122,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1
data scientist,Future Technologies,Remote,"We are looking for a data scientist with experience in JavaScript, Azure, Node.js and Problem Solving. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data scientist,2025-04-17T09:14:23.884385,we are looking for a data scientist with experience in javascript azure node js and problem solving the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'javascript', 'category': 'technical'}, {'name': 'azure', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'problem solving', 'category': 'soft'}]",data scientist,2025-04-17,2025-04-17T22:06:08.662372,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
data analyst,Smart Analytics,New York,"We are looking for a data analyst with experience in C#, Problem Solving, C++, PyTorch, AWS, Kubernetes, Leadership and Agile. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in New York and offers competitive compensation.",mock_data,data analyst,2025-04-17T09:14:23.884385,we are looking for a data analyst with experience in c problem solving c pytorch aws kubernetes leadership and agile the ideal candidate will have strong technical skills and excellent communication abilities this role is based in new york and offers competitive compensation,"[{'name': 'aws', 'category': 'technical'}, {'name': 'kubernetes', 'category': 'technical'}, {'name': 'pytorch', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'leadership', 'category': 'soft'}, {'name': 'problem solving', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.662372,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0
data analyst,Digital Platforms,New York,"We are looking for a data analyst with experience in Angular, PyTorch, React and Python. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in New York and offers competitive compensation.",mock_data,data analyst,2025-04-17T09:14:23.884385,we are looking for a data analyst with experience in angular pytorch react and python the ideal candidate will have strong technical skills and excellent communication abilities this role is based in new york and offers competitive compensation,"[{'name': 'python', 'category': 'technical'}, {'name': 'pytorch', 'category': 'technical'}, {'name': 'react', 'category': 'technical'}, {'name': 'angular', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.663373,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0
data analyst,Digital Platforms,New York,"We are looking for a data analyst with experience in React, SQL, PyTorch, Problem Solving, JavaScript, Python, Node.js and C#. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in New York and offers competitive compensation.",mock_data,data analyst,2025-04-17T09:14:23.884385,we are looking for a data analyst with experience in react sql pytorch problem solving javascript python node js and c the ideal candidate will have strong technical skills and excellent communication abilities this role is based in new york and offers competitive compensation,"[{'name': 'python', 'category': 'technical'}, {'name': 'javascript', 'category': 'technical'}, {'name': 'sql', 'category': 'technical'}, {'name': 'pytorch', 'category': 'technical'}, {'name': 'react', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'problem solving', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.663373,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,1
data analyst,Future Technologies,New York,"We are looking for a data analyst with experience in Java, AWS, React and C++. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in New York and offers competitive compensation.",mock_data,data analyst,2025-04-17T09:14:23.884385,we are looking for a data analyst with experience in java aws react and c the ideal candidate will have strong technical skills and excellent communication abilities this role is based in new york and offers competitive compensation,"[{'name': 'java', 'category': 'technical'}, {'name': 'aws', 'category': 'technical'}, {'name': 'react', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.664573,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
data analyst,AI Research Labs,New York,"We are looking for a data analyst with experience in Angular, AWS, Azure, Problem Solving, C#, JavaScript and Agile. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in New York and offers competitive compensation.",mock_data,data analyst,2025-04-17T09:14:23.884385,we are looking for a data analyst with experience in angular aws azure problem solving c javascript and agile the ideal candidate will have strong technical skills and excellent communication abilities this role is based in new york and offers competitive compensation,"[{'name': 'javascript', 'category': 'technical'}, {'name': 'aws', 'category': 'technical'}, {'name': 'azure', 'category': 'technical'}, {'name': 'angular', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'problem solving', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.664573,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0
data analyst,Software Dynamics,New York,"We are looking for a data analyst with experience in C++, SQL and Azure. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in New York and offers competitive compensation.",mock_data,data analyst,2025-04-17T09:14:23.884385,we are looking for a data analyst with experience in c sql and azure the ideal candidate will have strong technical skills and excellent communication abilities this role is based in new york and offers competitive compensation,"[{'name': 'sql', 'category': 'technical'}, {'name': 'azure', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.664573,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
data analyst,Software Dynamics,New York,"We are looking for a data analyst with experience in Docker, JavaScript, React, Communication, AWS and PyTorch. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in New York and offers competitive compensation.",mock_data,data analyst,2025-04-17T09:14:23.884385,we are looking for a data analyst with experience in docker javascript react communication aws and pytorch the ideal candidate will have strong technical skills and excellent communication abilities this role is based in new york and offers competitive compensation,"[{'name': 'javascript', 'category': 'technical'}, {'name': 'aws', 'category': 'technical'}, {'name': 'docker', 'category': 'technical'}, {'name': 'pytorch', 'category': 'technical'}, {'name': 'react', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.665573,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0
data analyst,Data Solutions,New York,"We are looking for a data analyst with experience in Agile, Java, Leadership and Python. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in New York and offers competitive compensation.",mock_data,data analyst,2025-04-17T09:14:23.884385,we are looking for a data analyst with experience in agile java leadership and python the ideal candidate will have strong technical skills and excellent communication abilities this role is based in new york and offers competitive compensation,"[{'name': 'python', 'category': 'technical'}, {'name': 'java', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'leadership', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.665573,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0
data analyst,Cloud Systems,New York,"We are looking for a data analyst with experience in Communication, SQL, Python, TensorFlow and Java. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in New York and offers competitive compensation.",mock_data,data analyst,2025-04-17T09:14:23.884385,we are looking for a data analyst with experience in communication sql python tensorflow and java the ideal candidate will have strong technical skills and excellent communication abilities this role is based in new york and offers competitive compensation,"[{'name': 'python', 'category': 'technical'}, {'name': 'java', 'category': 'technical'}, {'name': 'sql', 'category': 'technical'}, {'name': 'tensorflow', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.665573,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1
data analyst,Tech Innovations,New York,"We are looking for a data analyst with experience in Python, C#, Leadership, Kubernetes, TensorFlow and Teamwork. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in New York and offers competitive compensation.",mock_data,data analyst,2025-04-17T09:14:23.884385,we are looking for a data analyst with experience in python c leadership kubernetes tensorflow and teamwork the ideal candidate will have strong technical skills and excellent communication abilities this role is based in new york and offers competitive compensation,"[{'name': 'python', 'category': 'technical'}, {'name': 'kubernetes', 'category': 'technical'}, {'name': 'tensorflow', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'leadership', 'category': 'soft'}, {'name': 'teamwork', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.666574,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0
data analyst,Cloud Systems,New York,"We are looking for a data analyst with experience in JavaScript, Communication, React, SQL, TensorFlow, Docker, AWS and Node.js. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in New York and offers competitive compensation.",mock_data,data analyst,2025-04-17T09:14:23.884385,we are looking for a data analyst with experience in javascript communication react sql tensorflow docker aws and node js the ideal candidate will have strong technical skills and excellent communication abilities this role is based in new york and offers competitive compensation,"[{'name': 'javascript', 'category': 'technical'}, {'name': 'sql', 'category': 'technical'}, {'name': 'aws', 'category': 'technical'}, {'name': 'docker', 'category': 'technical'}, {'name': 'tensorflow', 'category': 'technical'}, {'name': 'react', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.666574,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1
data analyst,Cloud Systems,New York,"We are looking for a data analyst with experience in SQL, Teamwork, React and Node.js. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in New York and offers competitive compensation.",mock_data,data analyst,2025-04-17T09:14:23.884385,we are looking for a data analyst with experience in sql teamwork react and node js the ideal candidate will have strong technical skills and excellent communication abilities this role is based in new york and offers competitive compensation,"[{'name': 'sql', 'category': 'technical'}, {'name': 'react', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'teamwork', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.667069,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
data analyst,Future Technologies,New York,"We are looking for a data analyst with experience in Node.js, C#, Agile, Teamwork and Kubernetes. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in New York and offers competitive compensation.",mock_data,data analyst,2025-04-17T09:14:23.884385,we are looking for a data analyst with experience in node js c agile teamwork and kubernetes the ideal candidate will have strong technical skills and excellent communication abilities this role is based in new york and offers competitive compensation,"[{'name': 'kubernetes', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'teamwork', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.667069,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
data analyst,Software Dynamics,New York,"We are looking for a data analyst with experience in Angular, AWS, Agile, Node.js, Leadership and TensorFlow. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in New York and offers competitive compensation.",mock_data,data analyst,2025-04-17T09:14:23.884385,we are looking for a data analyst with experience in angular aws agile node js leadership and tensorflow the ideal candidate will have strong technical skills and excellent communication abilities this role is based in new york and offers competitive compensation,"[{'name': 'aws', 'category': 'technical'}, {'name': 'tensorflow', 'category': 'technical'}, {'name': 'angular', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'leadership', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.667069,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0
data analyst,Smart Analytics,New York,"We are looking for a data analyst with experience in Azure, AWS, TensorFlow, Problem Solving, Python, JavaScript, C++ and Node.js. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in New York and offers competitive compensation.",mock_data,data analyst,2025-04-17T09:14:23.884385,we are looking for a data analyst with experience in azure aws tensorflow problem solving python javascript c and node js the ideal candidate will have strong technical skills and excellent communication abilities this role is based in new york and offers competitive compensation,"[{'name': 'python', 'category': 'technical'}, {'name': 'javascript', 'category': 'technical'}, {'name': 'aws', 'category': 'technical'}, {'name': 'azure', 'category': 'technical'}, {'name': 'tensorflow', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'problem solving', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.669074,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0
data analyst,Data Solutions,New York,"We are looking for a data analyst with experience in C++, Docker, React, TensorFlow, Communication and Angular. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in New York and offers competitive compensation.",mock_data,data analyst,2025-04-17T09:14:23.884385,we are looking for a data analyst with experience in c docker react tensorflow communication and angular the ideal candidate will have strong technical skills and excellent communication abilities this role is based in new york and offers competitive compensation,"[{'name': 'docker', 'category': 'technical'}, {'name': 'tensorflow', 'category': 'technical'}, {'name': 'react', 'category': 'technical'}, {'name': 'angular', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.669074,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0
data analyst,Software Dynamics,New York,"We are looking for a data analyst with experience in Azure, Agile, Angular, PyTorch, C#, C++, Problem Solving and SQL. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in New York and offers competitive compensation.",mock_data,data analyst,2025-04-17T09:14:23.884385,we are looking for a data analyst with experience in azure agile angular pytorch c c problem solving and sql the ideal candidate will have strong technical skills and excellent communication abilities this role is based in new york and offers competitive compensation,"[{'name': 'sql', 'category': 'technical'}, {'name': 'azure', 'category': 'technical'}, {'name': 'pytorch', 'category': 'technical'}, {'name': 'angular', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'problem solving', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.669074,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1
data analyst,Cloud Systems,New York,"We are looking for a data analyst with experience in Teamwork, Problem Solving, TensorFlow, Azure, JavaScript and Docker. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in New York and offers competitive compensation.",mock_data,data analyst,2025-04-17T09:14:23.884385,we are looking for a data analyst with experience in teamwork problem solving tensorflow azure javascript and docker the ideal candidate will have strong technical skills and excellent communication abilities this role is based in new york and offers competitive compensation,"[{'name': 'javascript', 'category': 'technical'}, {'name': 'azure', 'category': 'technical'}, {'name': 'docker', 'category': 'technical'}, {'name': 'tensorflow', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'teamwork', 'category': 'soft'}, {'name': 'problem solving', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.669074,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0
data analyst,Data Solutions,New York,"We are looking for a data analyst with experience in Python, AWS, Communication and Agile. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in New York and offers competitive compensation.",mock_data,data analyst,2025-04-17T09:14:23.884385,we are looking for a data analyst with experience in python aws communication and agile the ideal candidate will have strong technical skills and excellent communication abilities this role is based in new york and offers competitive compensation,"[{'name': 'python', 'category': 'technical'}, {'name': 'aws', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.671080,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
data analyst,Data Solutions,New York,"We are looking for a data analyst with experience in C#, Agile, Teamwork, SQL, Python and Problem Solving. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in New York and offers competitive compensation.",mock_data,data analyst,2025-04-17T09:14:23.884889,we are looking for a data analyst with experience in c agile teamwork sql python and problem solving the ideal candidate will have strong technical skills and excellent communication abilities this role is based in new york and offers competitive compensation,"[{'name': 'python', 'category': 'technical'}, {'name': 'sql', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'teamwork', 'category': 'soft'}, {'name': 'problem solving', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.671080,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1
data analyst,Smart Analytics,Remote,"We are looking for a data analyst with experience in Leadership, Teamwork and Java. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data analyst,2025-04-17T09:14:23.884889,we are looking for a data analyst with experience in leadership teamwork and java the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'java', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'leadership', 'category': 'soft'}, {'name': 'teamwork', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.671080,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
data analyst,Data Solutions,Remote,"We are looking for a data analyst with experience in Communication, Problem Solving, Docker, C#, C++, Kubernetes and Teamwork. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data analyst,2025-04-17T09:14:23.884889,we are looking for a data analyst with experience in communication problem solving docker c c kubernetes and teamwork the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'docker', 'category': 'technical'}, {'name': 'kubernetes', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'teamwork', 'category': 'soft'}, {'name': 'problem solving', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.671080,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0
data analyst,Smart Analytics,Remote,"We are looking for a data analyst with experience in Node.js, Teamwork, Problem Solving, PyTorch, React and Communication. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data analyst,2025-04-17T09:14:23.884889,we are looking for a data analyst with experience in node js teamwork problem solving pytorch react and communication the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'pytorch', 'category': 'technical'}, {'name': 'react', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'teamwork', 'category': 'soft'}, {'name': 'problem solving', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.671080,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0
data analyst,Digital Platforms,Remote,"We are looking for a data analyst with experience in Agile, Python, C# and TensorFlow. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data analyst,2025-04-17T09:14:23.884889,we are looking for a data analyst with experience in agile python c and tensorflow the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'python', 'category': 'technical'}, {'name': 'tensorflow', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.673640,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
data analyst,Digital Platforms,Remote,"We are looking for a data analyst with experience in Node.js, Problem Solving, Teamwork, Communication, Python, Azure, TensorFlow and SQL. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data analyst,2025-04-17T09:14:23.884889,we are looking for a data analyst with experience in node js problem solving teamwork communication python azure tensorflow and sql the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'python', 'category': 'technical'}, {'name': 'sql', 'category': 'technical'}, {'name': 'azure', 'category': 'technical'}, {'name': 'tensorflow', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'teamwork', 'category': 'soft'}, {'name': 'problem solving', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.673640,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1
data analyst,Smart Analytics,Remote,"We are looking for a data analyst with experience in Leadership, Agile, TensorFlow, Kubernetes, SQL, Node.js and Angular. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data analyst,2025-04-17T09:14:23.884889,we are looking for a data analyst with experience in leadership agile tensorflow kubernetes sql node js and angular the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'sql', 'category': 'technical'}, {'name': 'kubernetes', 'category': 'technical'}, {'name': 'tensorflow', 'category': 'technical'}, {'name': 'angular', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'leadership', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.673640,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1
data analyst,Software Dynamics,Remote,"We are looking for a data analyst with experience in TensorFlow, Java, Kubernetes and Angular. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data analyst,2025-04-17T09:14:23.884889,we are looking for a data analyst with experience in tensorflow java kubernetes and angular the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'java', 'category': 'technical'}, {'name': 'kubernetes', 'category': 'technical'}, {'name': 'tensorflow', 'category': 'technical'}, {'name': 'angular', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.673640,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0
data analyst,Software Dynamics,Remote,"We are looking for a data analyst with experience in SQL, C# and Azure. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data analyst,2025-04-17T09:14:23.884889,we are looking for a data analyst with experience in sql c and azure the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'sql', 'category': 'technical'}, {'name': 'azure', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.675646,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
data analyst,Smart Analytics,Remote,"We are looking for a data analyst with experience in Communication, Leadership and Python. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data analyst,2025-04-17T09:14:23.884889,we are looking for a data analyst with experience in communication leadership and python the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'python', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'leadership', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.675646,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
data analyst,Digital Platforms,Remote,"We are looking for a data analyst with experience in Python, Teamwork, Problem Solving, AWS, Angular and Docker. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data analyst,2025-04-17T09:14:23.884889,we are looking for a data analyst with experience in python teamwork problem solving aws angular and docker the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'python', 'category': 'technical'}, {'name': 'aws', 'category': 'technical'}, {'name': 'docker', 'category': 'technical'}, {'name': 'angular', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'teamwork', 'category': 'soft'}, {'name': 'problem solving', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.675646,0,1,0,1,1,1,1,0,0,0,0,1,0,0,1,0
data analyst,AI Research Labs,Remote,"We are looking for a data analyst with experience in Python, Communication, Problem Solving, Java, C# and Docker. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data analyst,2025-04-17T09:14:23.884889,we are looking for a data analyst with experience in python communication problem solving java c and docker the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'python', 'category': 'technical'}, {'name': 'java', 'category': 'technical'}, {'name': 'docker', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'problem solving', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.677652,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0
data analyst,Cloud Systems,Remote,"We are looking for a data analyst with experience in C#, C++, JavaScript, Python, Kubernetes and Java. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data analyst,2025-04-17T09:14:23.884889,we are looking for a data analyst with experience in c c javascript python kubernetes and java the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'python', 'category': 'technical'}, {'name': 'java', 'category': 'technical'}, {'name': 'javascript', 'category': 'technical'}, {'name': 'kubernetes', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.677652,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0
data analyst,Smart Analytics,Remote,"We are looking for a data analyst with experience in React, SQL, Kubernetes and Azure. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data analyst,2025-04-17T09:14:23.884889,we are looking for a data analyst with experience in react sql kubernetes and azure the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'sql', 'category': 'technical'}, {'name': 'azure', 'category': 'technical'}, {'name': 'kubernetes', 'category': 'technical'}, {'name': 'react', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.677652,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1
data analyst,Tech Innovations,Remote,"We are looking for a data analyst with experience in AWS, Communication, PyTorch and Teamwork. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data analyst,2025-04-17T09:14:23.884889,we are looking for a data analyst with experience in aws communication pytorch and teamwork the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'aws', 'category': 'technical'}, {'name': 'pytorch', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'teamwork', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.677652,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0
data analyst,Cloud Systems,Remote,"We are looking for a data analyst with experience in Communication, Azure and C#. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data analyst,2025-04-17T09:14:23.884889,we are looking for a data analyst with experience in communication azure and c the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'azure', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.677652,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
