title,company,location,description,source,query,scraped_at,clean_description,skills,clean_title,scraped_date,processed_at,tensorflow,problem solving,pytorch,azure,teamwork,python,aws,angular,sql,java,communication,kubernetes,react,docker,javascript,leadership
data scientist,Future Technologies,Remote,"We are looking for a data scientist with experience in React, Azure, SQL, Teamwork and Kubernetes. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data scientist,2025-04-17T08:38:22.723421,we are looking for a data scientist with experience in react azure sql teamwork and kubernetes the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'sql', 'category': 'technical'}, {'name': 'azure', 'category': 'technical'}, {'name': 'kubernetes', 'category': 'technical'}, {'name': 'react', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'teamwork', 'category': 'soft'}]",data scientist,2025-04-17,2025-04-17T22:06:08.658864,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0
data scientist,Digital Platforms,Remote,"We are looking for a data scientist with experience in PyTorch, Java and Azure. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data scientist,2025-04-17T08:38:22.723421,we are looking for a data scientist with experience in pytorch java and azure the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'java', 'category': 'technical'}, {'name': 'azure', 'category': 'technical'}, {'name': 'pytorch', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}]",data scientist,2025-04-17,2025-04-17T22:06:08.658864,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0
data scientist,Tech Innovations,Remote,"We are looking for a data scientist with experience in Azure, Docker, Node.js, Java, Kubernetes, SQL and C++. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data scientist,2025-04-17T08:38:22.723421,we are looking for a data scientist with experience in azure docker node js java kubernetes sql and c the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'java', 'category': 'technical'}, {'name': 'sql', 'category': 'technical'}, {'name': 'azure', 'category': 'technical'}, {'name': 'docker', 'category': 'technical'}, {'name': 'kubernetes', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}]",data scientist,2025-04-17,2025-04-17T22:06:08.658864,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0
data analyst,Software Dynamics,New York,"We are looking for a data analyst with experience in Docker, Angular, SQL, Teamwork, Problem Solving, Python, React and Communication. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in New York and offers competitive compensation.",mock_data,data analyst,2025-04-17T08:38:22.723421,we are looking for a data analyst with experience in docker angular sql teamwork problem solving python react and communication the ideal candidate will have strong technical skills and excellent communication abilities this role is based in new york and offers competitive compensation,"[{'name': 'python', 'category': 'technical'}, {'name': 'sql', 'category': 'technical'}, {'name': 'docker', 'category': 'technical'}, {'name': 'react', 'category': 'technical'}, {'name': 'angular', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'teamwork', 'category': 'soft'}, {'name': 'problem solving', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.658864,0,1,0,0,1,1,0,1,1,0,1,0,1,1,0,0
data analyst,Data Solutions,New York,"We are looking for a data analyst with experience in Teamwork, Agile, Python, React, Java, C++ and Angular. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in New York and offers competitive compensation.",mock_data,data analyst,2025-04-17T08:38:22.723421,we are looking for a data analyst with experience in teamwork agile python react java c and angular the ideal candidate will have strong technical skills and excellent communication abilities this role is based in new york and offers competitive compensation,"[{'name': 'python', 'category': 'technical'}, {'name': 'java', 'category': 'technical'}, {'name': 'react', 'category': 'technical'}, {'name': 'angular', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'teamwork', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.660610,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0
data analyst,AI Research Labs,New York,"We are looking for a data analyst with experience in JavaScript, TensorFlow, Python, Azure, Angular and Java. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in New York and offers competitive compensation.",mock_data,data analyst,2025-04-17T08:38:22.723421,we are looking for a data analyst with experience in javascript tensorflow python azure angular and java the ideal candidate will have strong technical skills and excellent communication abilities this role is based in new york and offers competitive compensation,"[{'name': 'python', 'category': 'technical'}, {'name': 'java', 'category': 'technical'}, {'name': 'javascript', 'category': 'technical'}, {'name': 'azure', 'category': 'technical'}, {'name': 'tensorflow', 'category': 'technical'}, {'name': 'angular', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.660610,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0
data analyst,Future Technologies,New York,"We are looking for a data analyst with experience in React, Teamwork, AWS, Azure and JavaScript. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in New York and offers competitive compensation.",mock_data,data analyst,2025-04-17T08:38:22.723421,we are looking for a data analyst with experience in react teamwork aws azure and javascript the ideal candidate will have strong technical skills and excellent communication abilities this role is based in new york and offers competitive compensation,"[{'name': 'javascript', 'category': 'technical'}, {'name': 'aws', 'category': 'technical'}, {'name': 'azure', 'category': 'technical'}, {'name': 'react', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'teamwork', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.661122,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0
data analyst,Digital Platforms,New York,"We are looking for a data analyst with experience in AWS, SQL and Agile. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in New York and offers competitive compensation.",mock_data,data analyst,2025-04-17T08:38:22.723421,we are looking for a data analyst with experience in aws sql and agile the ideal candidate will have strong technical skills and excellent communication abilities this role is based in new york and offers competitive compensation,"[{'name': 'sql', 'category': 'technical'}, {'name': 'aws', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.661122,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
data analyst,AI Research Labs,New York,"We are looking for a data analyst with experience in Docker, Node.js, Communication and Teamwork. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in New York and offers competitive compensation.",mock_data,data analyst,2025-04-17T08:38:22.723421,we are looking for a data analyst with experience in docker node js communication and teamwork the ideal candidate will have strong technical skills and excellent communication abilities this role is based in new york and offers competitive compensation,"[{'name': 'docker', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'teamwork', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.661122,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
data analyst,Smart Analytics,New York,"We are looking for a data analyst with experience in Problem Solving, Node.js, TensorFlow and Angular. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in New York and offers competitive compensation.",mock_data,data analyst,2025-04-17T08:38:22.723421,we are looking for a data analyst with experience in problem solving node js tensorflow and angular the ideal candidate will have strong technical skills and excellent communication abilities this role is based in new york and offers competitive compensation,"[{'name': 'tensorflow', 'category': 'technical'}, {'name': 'angular', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'problem solving', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.661122,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
data analyst,Future Technologies,New York,"We are looking for a data analyst with experience in C++, Problem Solving, Leadership, Kubernetes, Python and Docker. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in New York and offers competitive compensation.",mock_data,data analyst,2025-04-17T08:38:22.723421,we are looking for a data analyst with experience in c problem solving leadership kubernetes python and docker the ideal candidate will have strong technical skills and excellent communication abilities this role is based in new york and offers competitive compensation,"[{'name': 'python', 'category': 'technical'}, {'name': 'docker', 'category': 'technical'}, {'name': 'kubernetes', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'leadership', 'category': 'soft'}, {'name': 'problem solving', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.662372,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1
data analyst,Digital Platforms,New York,"We are looking for a data analyst with experience in AWS, C#, Kubernetes, Docker, Agile, Python, React and Communication. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in New York and offers competitive compensation.",mock_data,data analyst,2025-04-17T08:38:22.723421,we are looking for a data analyst with experience in aws c kubernetes docker agile python react and communication the ideal candidate will have strong technical skills and excellent communication abilities this role is based in new york and offers competitive compensation,"[{'name': 'python', 'category': 'technical'}, {'name': 'aws', 'category': 'technical'}, {'name': 'docker', 'category': 'technical'}, {'name': 'kubernetes', 'category': 'technical'}, {'name': 'react', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.662372,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0
data analyst,Future Technologies,New York,"We are looking for a data analyst with experience in Node.js, Java, Problem Solving, TensorFlow, Communication and C#. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in New York and offers competitive compensation.",mock_data,data analyst,2025-04-17T08:38:22.723421,we are looking for a data analyst with experience in node js java problem solving tensorflow communication and c the ideal candidate will have strong technical skills and excellent communication abilities this role is based in new york and offers competitive compensation,"[{'name': 'java', 'category': 'technical'}, {'name': 'tensorflow', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'problem solving', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.663373,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
data analyst,Software Dynamics,New York,"We are looking for a data analyst with experience in Teamwork, TensorFlow, Node.js and Docker. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in New York and offers competitive compensation.",mock_data,data analyst,2025-04-17T08:38:22.723421,we are looking for a data analyst with experience in teamwork tensorflow node js and docker the ideal candidate will have strong technical skills and excellent communication abilities this role is based in new york and offers competitive compensation,"[{'name': 'docker', 'category': 'technical'}, {'name': 'tensorflow', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'teamwork', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.663373,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
data analyst,Future Technologies,New York,"We are looking for a data analyst with experience in Docker, SQL, Java, Agile, Angular and Communication. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in New York and offers competitive compensation.",mock_data,data analyst,2025-04-17T08:38:22.723421,we are looking for a data analyst with experience in docker sql java agile angular and communication the ideal candidate will have strong technical skills and excellent communication abilities this role is based in new york and offers competitive compensation,"[{'name': 'java', 'category': 'technical'}, {'name': 'sql', 'category': 'technical'}, {'name': 'docker', 'category': 'technical'}, {'name': 'angular', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.663373,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0
data analyst,Software Dynamics,New York,"We are looking for a data analyst with experience in Kubernetes, Docker, JavaScript, PyTorch, TensorFlow and C++. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in New York and offers competitive compensation.",mock_data,data analyst,2025-04-17T08:38:22.723421,we are looking for a data analyst with experience in kubernetes docker javascript pytorch tensorflow and c the ideal candidate will have strong technical skills and excellent communication abilities this role is based in new york and offers competitive compensation,"[{'name': 'javascript', 'category': 'technical'}, {'name': 'docker', 'category': 'technical'}, {'name': 'kubernetes', 'category': 'technical'}, {'name': 'tensorflow', 'category': 'technical'}, {'name': 'pytorch', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.663373,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0
data analyst,Data Solutions,New York,"We are looking for a data analyst with experience in Teamwork, Python and React. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in New York and offers competitive compensation.",mock_data,data analyst,2025-04-17T08:38:22.723421,we are looking for a data analyst with experience in teamwork python and react the ideal candidate will have strong technical skills and excellent communication abilities this role is based in new york and offers competitive compensation,"[{'name': 'python', 'category': 'technical'}, {'name': 'react', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'teamwork', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.664573,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0
data analyst,Digital Platforms,New York,"We are looking for a data analyst with experience in SQL, Java, Node.js, React, JavaScript and Kubernetes. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in New York and offers competitive compensation.",mock_data,data analyst,2025-04-17T08:38:22.723421,we are looking for a data analyst with experience in sql java node js react javascript and kubernetes the ideal candidate will have strong technical skills and excellent communication abilities this role is based in new york and offers competitive compensation,"[{'name': 'java', 'category': 'technical'}, {'name': 'javascript', 'category': 'technical'}, {'name': 'sql', 'category': 'technical'}, {'name': 'kubernetes', 'category': 'technical'}, {'name': 'react', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.664573,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0
data analyst,Smart Analytics,New York,"We are looking for a data analyst with experience in Node.js, AWS, Python, Java and C++. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in New York and offers competitive compensation.",mock_data,data analyst,2025-04-17T08:38:22.723421,we are looking for a data analyst with experience in node js aws python java and c the ideal candidate will have strong technical skills and excellent communication abilities this role is based in new york and offers competitive compensation,"[{'name': 'python', 'category': 'technical'}, {'name': 'java', 'category': 'technical'}, {'name': 'aws', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.665573,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
data analyst,AI Research Labs,New York,"We are looking for a data analyst with experience in Java, AWS, SQL, Communication, Node.js, Docker and C#. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in New York and offers competitive compensation.",mock_data,data analyst,2025-04-17T08:38:22.723421,we are looking for a data analyst with experience in java aws sql communication node js docker and c the ideal candidate will have strong technical skills and excellent communication abilities this role is based in new york and offers competitive compensation,"[{'name': 'java', 'category': 'technical'}, {'name': 'sql', 'category': 'technical'}, {'name': 'aws', 'category': 'technical'}, {'name': 'docker', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.665573,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0
data analyst,Cloud Systems,New York,"We are looking for a data analyst with experience in TensorFlow, Docker, React, Java, Communication, Azure and Node.js. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in New York and offers competitive compensation.",mock_data,data analyst,2025-04-17T08:38:22.723421,we are looking for a data analyst with experience in tensorflow docker react java communication azure and node js the ideal candidate will have strong technical skills and excellent communication abilities this role is based in new york and offers competitive compensation,"[{'name': 'java', 'category': 'technical'}, {'name': 'azure', 'category': 'technical'}, {'name': 'docker', 'category': 'technical'}, {'name': 'tensorflow', 'category': 'technical'}, {'name': 'react', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.665573,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0
data analyst,Tech Innovations,New York,"We are looking for a data analyst with experience in C++, PyTorch, Angular, TensorFlow and Teamwork. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in New York and offers competitive compensation.",mock_data,data analyst,2025-04-17T08:38:22.723421,we are looking for a data analyst with experience in c pytorch angular tensorflow and teamwork the ideal candidate will have strong technical skills and excellent communication abilities this role is based in new york and offers competitive compensation,"[{'name': 'tensorflow', 'category': 'technical'}, {'name': 'pytorch', 'category': 'technical'}, {'name': 'angular', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'teamwork', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.666574,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0
data analyst,Software Dynamics,New York,"We are looking for a data analyst with experience in Problem Solving, Docker, TensorFlow and Teamwork. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in New York and offers competitive compensation.",mock_data,data analyst,2025-04-17T08:38:22.723421,we are looking for a data analyst with experience in problem solving docker tensorflow and teamwork the ideal candidate will have strong technical skills and excellent communication abilities this role is based in new york and offers competitive compensation,"[{'name': 'docker', 'category': 'technical'}, {'name': 'tensorflow', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'teamwork', 'category': 'soft'}, {'name': 'problem solving', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.666574,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
data analyst,Tech Innovations,Remote,"We are looking for a data analyst with experience in C++, React and AWS. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data analyst,2025-04-17T08:38:22.723421,we are looking for a data analyst with experience in c react and aws the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'aws', 'category': 'technical'}, {'name': 'react', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.667069,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
data analyst,Cloud Systems,Remote,"We are looking for a data analyst with experience in Angular, Problem Solving, Node.js, JavaScript, Teamwork, Kubernetes, C++ and SQL. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data analyst,2025-04-17T08:38:22.723421,we are looking for a data analyst with experience in angular problem solving node js javascript teamwork kubernetes c and sql the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'javascript', 'category': 'technical'}, {'name': 'sql', 'category': 'technical'}, {'name': 'kubernetes', 'category': 'technical'}, {'name': 'angular', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'teamwork', 'category': 'soft'}, {'name': 'problem solving', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.667069,0,1,0,0,1,0,0,1,1,0,1,1,0,0,1,0
data analyst,AI Research Labs,Remote,"We are looking for a data analyst with experience in PyTorch, Docker, Teamwork, Communication and TensorFlow. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data analyst,2025-04-17T08:38:22.723421,we are looking for a data analyst with experience in pytorch docker teamwork communication and tensorflow the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'docker', 'category': 'technical'}, {'name': 'tensorflow', 'category': 'technical'}, {'name': 'pytorch', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'teamwork', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.667069,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
data analyst,Cloud Systems,Remote,"We are looking for a data analyst with experience in Teamwork, Angular, TensorFlow, PyTorch, Agile, C# and C++. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data analyst,2025-04-17T08:38:22.723421,we are looking for a data analyst with experience in teamwork angular tensorflow pytorch agile c and c the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'tensorflow', 'category': 'technical'}, {'name': 'pytorch', 'category': 'technical'}, {'name': 'angular', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'teamwork', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.667069,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0
data analyst,Smart Analytics,Remote,"We are looking for a data analyst with experience in Python, Teamwork, Angular, C++, React, Node.js and Java. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data analyst,2025-04-17T08:38:22.723421,we are looking for a data analyst with experience in python teamwork angular c react node js and java the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'python', 'category': 'technical'}, {'name': 'java', 'category': 'technical'}, {'name': 'react', 'category': 'technical'}, {'name': 'angular', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'teamwork', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.667069,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0
data analyst,Future Technologies,Remote,"We are looking for a data analyst with experience in TensorFlow, Docker, Communication and AWS. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data analyst,2025-04-17T08:38:22.723421,we are looking for a data analyst with experience in tensorflow docker communication and aws the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'aws', 'category': 'technical'}, {'name': 'docker', 'category': 'technical'}, {'name': 'tensorflow', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.667069,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
data analyst,Data Solutions,Remote,"We are looking for a data analyst with experience in C++, Azure, Docker, Leadership, Node.js and TensorFlow. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data analyst,2025-04-17T08:38:22.723421,we are looking for a data analyst with experience in c azure docker leadership node js and tensorflow the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'azure', 'category': 'technical'}, {'name': 'docker', 'category': 'technical'}, {'name': 'tensorflow', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'leadership', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.669074,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
data analyst,Cloud Systems,Remote,"We are looking for a data analyst with experience in Teamwork, JavaScript, Python, Kubernetes, C#, Azure, AWS and Angular. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data analyst,2025-04-17T08:38:22.723421,we are looking for a data analyst with experience in teamwork javascript python kubernetes c azure aws and angular the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'python', 'category': 'technical'}, {'name': 'javascript', 'category': 'technical'}, {'name': 'aws', 'category': 'technical'}, {'name': 'azure', 'category': 'technical'}, {'name': 'kubernetes', 'category': 'technical'}, {'name': 'angular', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'teamwork', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.669074,0,0,0,1,1,1,1,1,0,0,1,1,0,0,1,0
data analyst,AI Research Labs,Remote,"We are looking for a data analyst with experience in AWS, Java, Azure and PyTorch. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data analyst,2025-04-17T08:38:22.723421,we are looking for a data analyst with experience in aws java azure and pytorch the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'java', 'category': 'technical'}, {'name': 'aws', 'category': 'technical'}, {'name': 'azure', 'category': 'technical'}, {'name': 'pytorch', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.669074,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0
data analyst,Future Technologies,Remote,"We are looking for a data analyst with experience in JavaScript, SQL, TensorFlow, Docker, Kubernetes, Leadership, C# and AWS. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data analyst,2025-04-17T08:38:22.723421,we are looking for a data analyst with experience in javascript sql tensorflow docker kubernetes leadership c and aws the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'javascript', 'category': 'technical'}, {'name': 'sql', 'category': 'technical'}, {'name': 'aws', 'category': 'technical'}, {'name': 'docker', 'category': 'technical'}, {'name': 'kubernetes', 'category': 'technical'}, {'name': 'tensorflow', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'leadership', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.669074,1,0,0,0,0,0,1,0,1,0,1,1,0,1,1,1
data analyst,Software Dynamics,Remote,"We are looking for a data analyst with experience in React, C++, Node.js, SQL and PyTorch. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data analyst,2025-04-17T08:38:22.723421,we are looking for a data analyst with experience in react c node js sql and pytorch the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'sql', 'category': 'technical'}, {'name': 'pytorch', 'category': 'technical'}, {'name': 'react', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.669074,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0
data analyst,Digital Platforms,Remote,"We are looking for a data analyst with experience in Kubernetes, Communication, Java, Teamwork and React. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data analyst,2025-04-17T08:38:22.723421,we are looking for a data analyst with experience in kubernetes communication java teamwork and react the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'java', 'category': 'technical'}, {'name': 'kubernetes', 'category': 'technical'}, {'name': 'react', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'teamwork', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.669074,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0
data analyst,Smart Analytics,Remote,"We are looking for a data analyst with experience in Docker, AWS and C#. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data analyst,2025-04-17T08:38:22.723421,we are looking for a data analyst with experience in docker aws and c the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'aws', 'category': 'technical'}, {'name': 'docker', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.671080,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
data analyst,Tech Innovations,Remote,"We are looking for a data analyst with experience in Angular, PyTorch and SQL. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data analyst,2025-04-17T08:38:22.723421,we are looking for a data analyst with experience in angular pytorch and sql the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'sql', 'category': 'technical'}, {'name': 'pytorch', 'category': 'technical'}, {'name': 'angular', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.671080,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0
data analyst,Tech Innovations,Remote,"We are looking for a data analyst with experience in Communication, Docker, Java and React. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data analyst,2025-04-17T08:38:22.723421,we are looking for a data analyst with experience in communication docker java and react the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'java', 'category': 'technical'}, {'name': 'docker', 'category': 'technical'}, {'name': 'react', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.671080,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0
