title,company,location,description,source,query,scraped_at,clean_description,skills,clean_title,scraped_date,processed_at,kubernetes,sql,docker,angular,leadership,javascript,aws,azure,react,pytorch,problem solving,java,tensorflow,python,communication,teamwork
data scientist,Tech Innovations,Remote,"We are looking for a data scientist with experience in Communication, Angular, Node.js and Leadership. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data scientist,2025-04-17T08:34:40.167448,we are looking for a data scientist with experience in communication angular node js and leadership the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'angular', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'leadership', 'category': 'soft'}]",data scientist,2025-04-17,2025-04-17T22:06:08.696173,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
data scientist,Software Dynamics,Remote,"We are looking for a data scientist with experience in AWS, Leadership, Azure, C#, Kubernetes, Python, Teamwork and TensorFlow. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data scientist,2025-04-17T08:34:40.167448,we are looking for a data scientist with experience in aws leadership azure c kubernetes python teamwork and tensorflow the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'python', 'category': 'technical'}, {'name': 'aws', 'category': 'technical'}, {'name': 'azure', 'category': 'technical'}, {'name': 'kubernetes', 'category': 'technical'}, {'name': 'tensorflow', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'leadership', 'category': 'soft'}, {'name': 'teamwork', 'category': 'soft'}]",data scientist,2025-04-17,2025-04-17T22:06:08.696674,1,0,0,0,1,0,1,1,0,0,0,0,1,1,1,1
data scientist,Digital Platforms,Remote,"We are looking for a data scientist with experience in Angular, Docker, PyTorch and Agile. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data scientist,2025-04-17T08:34:40.167448,we are looking for a data scientist with experience in angular docker pytorch and agile the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'docker', 'category': 'technical'}, {'name': 'pytorch', 'category': 'technical'}, {'name': 'angular', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}]",data scientist,2025-04-17,2025-04-17T22:06:08.696674,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0
data analyst,Tech Innovations,New York,"We are looking for a data analyst with experience in Teamwork, Angular, JavaScript, Agile and PyTorch. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in New York and offers competitive compensation.",mock_data,data analyst,2025-04-17T08:34:40.167448,we are looking for a data analyst with experience in teamwork angular javascript agile and pytorch the ideal candidate will have strong technical skills and excellent communication abilities this role is based in new york and offers competitive compensation,"[{'name': 'javascript', 'category': 'technical'}, {'name': 'pytorch', 'category': 'technical'}, {'name': 'angular', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'teamwork', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.697196,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1
data analyst,Tech Innovations,New York,"We are looking for a data analyst with experience in SQL, JavaScript, AWS, Azure, Node.js and Leadership. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in New York and offers competitive compensation.",mock_data,data analyst,2025-04-17T08:34:40.167448,we are looking for a data analyst with experience in sql javascript aws azure node js and leadership the ideal candidate will have strong technical skills and excellent communication abilities this role is based in new york and offers competitive compensation,"[{'name': 'javascript', 'category': 'technical'}, {'name': 'sql', 'category': 'technical'}, {'name': 'aws', 'category': 'technical'}, {'name': 'azure', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'leadership', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.697718,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0
data analyst,Smart Analytics,New York,"We are looking for a data analyst with experience in Java, Python, Kubernetes, Node.js, React, Teamwork and TensorFlow. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in New York and offers competitive compensation.",mock_data,data analyst,2025-04-17T08:34:40.167448,we are looking for a data analyst with experience in java python kubernetes node js react teamwork and tensorflow the ideal candidate will have strong technical skills and excellent communication abilities this role is based in new york and offers competitive compensation,"[{'name': 'python', 'category': 'technical'}, {'name': 'java', 'category': 'technical'}, {'name': 'kubernetes', 'category': 'technical'}, {'name': 'tensorflow', 'category': 'technical'}, {'name': 'react', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'teamwork', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.697718,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
data analyst,Smart Analytics,New York,"We are looking for a data analyst with experience in C++, Communication, Teamwork and AWS. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in New York and offers competitive compensation.",mock_data,data analyst,2025-04-17T08:34:40.167448,we are looking for a data analyst with experience in c communication teamwork and aws the ideal candidate will have strong technical skills and excellent communication abilities this role is based in new york and offers competitive compensation,"[{'name': 'aws', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'teamwork', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.697718,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
data analyst,Cloud Systems,New York,"We are looking for a data analyst with experience in Kubernetes, PyTorch and Azure. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in New York and offers competitive compensation.",mock_data,data analyst,2025-04-17T08:34:40.167448,we are looking for a data analyst with experience in kubernetes pytorch and azure the ideal candidate will have strong technical skills and excellent communication abilities this role is based in new york and offers competitive compensation,"[{'name': 'azure', 'category': 'technical'}, {'name': 'kubernetes', 'category': 'technical'}, {'name': 'pytorch', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.698242,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
data analyst,Software Dynamics,New York,"We are looking for a data analyst with experience in Teamwork, Agile, AWS, Kubernetes, SQL, Python, Problem Solving and C++. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in New York and offers competitive compensation.",mock_data,data analyst,2025-04-17T08:34:40.167448,we are looking for a data analyst with experience in teamwork agile aws kubernetes sql python problem solving and c the ideal candidate will have strong technical skills and excellent communication abilities this role is based in new york and offers competitive compensation,"[{'name': 'python', 'category': 'technical'}, {'name': 'sql', 'category': 'technical'}, {'name': 'aws', 'category': 'technical'}, {'name': 'kubernetes', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'teamwork', 'category': 'soft'}, {'name': 'problem solving', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.698242,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1
data analyst,AI Research Labs,New York,"We are looking for a data analyst with experience in Teamwork, Node.js, Angular, SQL, AWS and React. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in New York and offers competitive compensation.",mock_data,data analyst,2025-04-17T08:34:40.167448,we are looking for a data analyst with experience in teamwork node js angular sql aws and react the ideal candidate will have strong technical skills and excellent communication abilities this role is based in new york and offers competitive compensation,"[{'name': 'sql', 'category': 'technical'}, {'name': 'aws', 'category': 'technical'}, {'name': 'react', 'category': 'technical'}, {'name': 'angular', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'teamwork', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.698808,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1
data analyst,Software Dynamics,New York,"We are looking for a data analyst with experience in Angular, Docker, Kubernetes, Teamwork and Leadership. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in New York and offers competitive compensation.",mock_data,data analyst,2025-04-17T08:34:40.167448,we are looking for a data analyst with experience in angular docker kubernetes teamwork and leadership the ideal candidate will have strong technical skills and excellent communication abilities this role is based in new york and offers competitive compensation,"[{'name': 'docker', 'category': 'technical'}, {'name': 'kubernetes', 'category': 'technical'}, {'name': 'angular', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'leadership', 'category': 'soft'}, {'name': 'teamwork', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.698808,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1
data analyst,Software Dynamics,New York,"We are looking for a data analyst with experience in Docker, Teamwork and Communication. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in New York and offers competitive compensation.",mock_data,data analyst,2025-04-17T08:34:40.167448,we are looking for a data analyst with experience in docker teamwork and communication the ideal candidate will have strong technical skills and excellent communication abilities this role is based in new york and offers competitive compensation,"[{'name': 'docker', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'teamwork', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.699318,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
data analyst,Cloud Systems,New York,"We are looking for a data analyst with experience in Teamwork, Azure and Communication. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in New York and offers competitive compensation.",mock_data,data analyst,2025-04-17T08:34:40.167448,we are looking for a data analyst with experience in teamwork azure and communication the ideal candidate will have strong technical skills and excellent communication abilities this role is based in new york and offers competitive compensation,"[{'name': 'azure', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'teamwork', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.699841,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
data analyst,Cloud Systems,New York,"We are looking for a data analyst with experience in React, C++, C#, Docker, Azure and SQL. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in New York and offers competitive compensation.",mock_data,data analyst,2025-04-17T08:34:40.167448,we are looking for a data analyst with experience in react c c docker azure and sql the ideal candidate will have strong technical skills and excellent communication abilities this role is based in new york and offers competitive compensation,"[{'name': 'sql', 'category': 'technical'}, {'name': 'azure', 'category': 'technical'}, {'name': 'docker', 'category': 'technical'}, {'name': 'react', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.699841,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0
data analyst,Cloud Systems,New York,"We are looking for a data analyst with experience in Problem Solving, Leadership, Agile, JavaScript, AWS, Python, SQL and PyTorch. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in New York and offers competitive compensation.",mock_data,data analyst,2025-04-17T08:34:40.167448,we are looking for a data analyst with experience in problem solving leadership agile javascript aws python sql and pytorch the ideal candidate will have strong technical skills and excellent communication abilities this role is based in new york and offers competitive compensation,"[{'name': 'python', 'category': 'technical'}, {'name': 'javascript', 'category': 'technical'}, {'name': 'sql', 'category': 'technical'}, {'name': 'aws', 'category': 'technical'}, {'name': 'pytorch', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'leadership', 'category': 'soft'}, {'name': 'problem solving', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.700362,0,1,0,0,1,1,1,0,0,1,1,0,0,1,1,0
data analyst,Smart Analytics,New York,"We are looking for a data analyst with experience in Problem Solving, PyTorch, AWS and Kubernetes. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in New York and offers competitive compensation.",mock_data,data analyst,2025-04-17T08:34:40.167448,we are looking for a data analyst with experience in problem solving pytorch aws and kubernetes the ideal candidate will have strong technical skills and excellent communication abilities this role is based in new york and offers competitive compensation,"[{'name': 'aws', 'category': 'technical'}, {'name': 'kubernetes', 'category': 'technical'}, {'name': 'pytorch', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'problem solving', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.700877,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0
data analyst,Digital Platforms,New York,"We are looking for a data analyst with experience in Azure, Node.js, Kubernetes, Java, Docker and TensorFlow. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in New York and offers competitive compensation.",mock_data,data analyst,2025-04-17T08:34:40.167448,we are looking for a data analyst with experience in azure node js kubernetes java docker and tensorflow the ideal candidate will have strong technical skills and excellent communication abilities this role is based in new york and offers competitive compensation,"[{'name': 'java', 'category': 'technical'}, {'name': 'azure', 'category': 'technical'}, {'name': 'docker', 'category': 'technical'}, {'name': 'kubernetes', 'category': 'technical'}, {'name': 'tensorflow', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.700877,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0
data analyst,Software Dynamics,New York,"We are looking for a data analyst with experience in Communication, Node.js, Agile, AWS and Python. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in New York and offers competitive compensation.",mock_data,data analyst,2025-04-17T08:34:40.167448,we are looking for a data analyst with experience in communication node js agile aws and python the ideal candidate will have strong technical skills and excellent communication abilities this role is based in new york and offers competitive compensation,"[{'name': 'python', 'category': 'technical'}, {'name': 'aws', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.701392,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
data analyst,Future Technologies,New York,"We are looking for a data analyst with experience in Python, Agile, Problem Solving, JavaScript, Docker and C++. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in New York and offers competitive compensation.",mock_data,data analyst,2025-04-17T08:34:40.167448,we are looking for a data analyst with experience in python agile problem solving javascript docker and c the ideal candidate will have strong technical skills and excellent communication abilities this role is based in new york and offers competitive compensation,"[{'name': 'python', 'category': 'technical'}, {'name': 'javascript', 'category': 'technical'}, {'name': 'docker', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'problem solving', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.701392,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0
data analyst,Smart Analytics,New York,"We are looking for a data analyst with experience in Agile, Node.js, C++, JavaScript, AWS, Angular and SQL. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in New York and offers competitive compensation.",mock_data,data analyst,2025-04-17T08:34:40.167448,we are looking for a data analyst with experience in agile node js c javascript aws angular and sql the ideal candidate will have strong technical skills and excellent communication abilities this role is based in new york and offers competitive compensation,"[{'name': 'javascript', 'category': 'technical'}, {'name': 'sql', 'category': 'technical'}, {'name': 'aws', 'category': 'technical'}, {'name': 'angular', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.701914,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0
data analyst,Smart Analytics,New York,"We are looking for a data analyst with experience in React, Agile, JavaScript, Angular and Python. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in New York and offers competitive compensation.",mock_data,data analyst,2025-04-17T08:34:40.167448,we are looking for a data analyst with experience in react agile javascript angular and python the ideal candidate will have strong technical skills and excellent communication abilities this role is based in new york and offers competitive compensation,"[{'name': 'python', 'category': 'technical'}, {'name': 'javascript', 'category': 'technical'}, {'name': 'react', 'category': 'technical'}, {'name': 'angular', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.701914,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0
data analyst,Future Technologies,New York,"We are looking for a data analyst with experience in Leadership, Java and SQL. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in New York and offers competitive compensation.",mock_data,data analyst,2025-04-17T08:34:40.167448,we are looking for a data analyst with experience in leadership java and sql the ideal candidate will have strong technical skills and excellent communication abilities this role is based in new york and offers competitive compensation,"[{'name': 'java', 'category': 'technical'}, {'name': 'sql', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'leadership', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.702428,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
data analyst,Smart Analytics,New York,"We are looking for a data analyst with experience in Agile, TensorFlow, C++, JavaScript, Teamwork and Python. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in New York and offers competitive compensation.",mock_data,data analyst,2025-04-17T08:34:40.167448,we are looking for a data analyst with experience in agile tensorflow c javascript teamwork and python the ideal candidate will have strong technical skills and excellent communication abilities this role is based in new york and offers competitive compensation,"[{'name': 'python', 'category': 'technical'}, {'name': 'javascript', 'category': 'technical'}, {'name': 'tensorflow', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'teamwork', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.702428,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1
data analyst,Tech Innovations,Remote,"We are looking for a data analyst with experience in PyTorch, SQL, React, Leadership, Node.js, C++ and Docker. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data analyst,2025-04-17T08:34:40.167448,we are looking for a data analyst with experience in pytorch sql react leadership node js c and docker the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'sql', 'category': 'technical'}, {'name': 'docker', 'category': 'technical'}, {'name': 'pytorch', 'category': 'technical'}, {'name': 'react', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'leadership', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.702944,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0
data analyst,Software Dynamics,Remote,"We are looking for a data analyst with experience in Docker, AWS and React. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data analyst,2025-04-17T08:34:40.167448,we are looking for a data analyst with experience in docker aws and react the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'aws', 'category': 'technical'}, {'name': 'docker', 'category': 'technical'}, {'name': 'react', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.702944,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
data analyst,Data Solutions,Remote,"We are looking for a data analyst with experience in Java, Python, Docker, React, Agile, C++ and Kubernetes. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data analyst,2025-04-17T08:34:40.167448,we are looking for a data analyst with experience in java python docker react agile c and kubernetes the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'python', 'category': 'technical'}, {'name': 'java', 'category': 'technical'}, {'name': 'docker', 'category': 'technical'}, {'name': 'kubernetes', 'category': 'technical'}, {'name': 'react', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.703468,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0
data analyst,Tech Innovations,Remote,"We are looking for a data analyst with experience in Node.js, Teamwork, SQL, TensorFlow, Communication and C#. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data analyst,2025-04-17T08:34:40.167448,we are looking for a data analyst with experience in node js teamwork sql tensorflow communication and c the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'sql', 'category': 'technical'}, {'name': 'tensorflow', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'teamwork', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.703987,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1
data analyst,Data Solutions,Remote,"We are looking for a data analyst with experience in Python, Node.js and C++. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data analyst,2025-04-17T08:34:40.167448,we are looking for a data analyst with experience in python node js and c the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'python', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.703987,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
data analyst,Cloud Systems,Remote,"We are looking for a data analyst with experience in Docker, Teamwork, Communication, Agile, Azure, AWS, SQL and Problem Solving. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data analyst,2025-04-17T08:34:40.167448,we are looking for a data analyst with experience in docker teamwork communication agile azure aws sql and problem solving the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'sql', 'category': 'technical'}, {'name': 'aws', 'category': 'technical'}, {'name': 'azure', 'category': 'technical'}, {'name': 'docker', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'teamwork', 'category': 'soft'}, {'name': 'problem solving', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.704503,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,1
data analyst,Data Solutions,Remote,"We are looking for a data analyst with experience in Agile, Angular, Teamwork, Communication, C#, C++ and React. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data analyst,2025-04-17T08:34:40.167448,we are looking for a data analyst with experience in agile angular teamwork communication c c and react the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'react', 'category': 'technical'}, {'name': 'angular', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'teamwork', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.704503,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1
data analyst,Tech Innovations,Remote,"We are looking for a data analyst with experience in AWS, Azure, Angular, Communication and React. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data analyst,2025-04-17T08:34:40.167448,we are looking for a data analyst with experience in aws azure angular communication and react the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'aws', 'category': 'technical'}, {'name': 'azure', 'category': 'technical'}, {'name': 'react', 'category': 'technical'}, {'name': 'angular', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.705023,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0
data analyst,Data Solutions,Remote,"We are looking for a data analyst with experience in Teamwork, Problem Solving, Kubernetes and TensorFlow. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data analyst,2025-04-17T08:34:40.167448,we are looking for a data analyst with experience in teamwork problem solving kubernetes and tensorflow the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'kubernetes', 'category': 'technical'}, {'name': 'tensorflow', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'teamwork', 'category': 'soft'}, {'name': 'problem solving', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.705023,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1
data analyst,Software Dynamics,Remote,"We are looking for a data analyst with experience in Leadership, Angular, TensorFlow, Docker, Node.js, JavaScript, C++ and Communication. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data analyst,2025-04-17T08:34:40.167448,we are looking for a data analyst with experience in leadership angular tensorflow docker node js javascript c and communication the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'javascript', 'category': 'technical'}, {'name': 'docker', 'category': 'technical'}, {'name': 'tensorflow', 'category': 'technical'}, {'name': 'angular', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'leadership', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.705023,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0
data analyst,Future Technologies,Remote,"We are looking for a data analyst with experience in SQL, Teamwork, Communication, React, Java, Node.js and Python. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data analyst,2025-04-17T08:34:40.167448,we are looking for a data analyst with experience in sql teamwork communication react java node js and python the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'python', 'category': 'technical'}, {'name': 'java', 'category': 'technical'}, {'name': 'sql', 'category': 'technical'}, {'name': 'react', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'teamwork', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.705537,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1
data analyst,Software Dynamics,Remote,"We are looking for a data analyst with experience in Docker, Teamwork, Leadership, Node.js, Problem Solving, React and AWS. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data analyst,2025-04-17T08:34:40.167448,we are looking for a data analyst with experience in docker teamwork leadership node js problem solving react and aws the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'aws', 'category': 'technical'}, {'name': 'docker', 'category': 'technical'}, {'name': 'react', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'leadership', 'category': 'soft'}, {'name': 'teamwork', 'category': 'soft'}, {'name': 'problem solving', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.705537,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1
data analyst,Digital Platforms,Remote,"We are looking for a data analyst with experience in Kubernetes, PyTorch, Agile, TensorFlow and Problem Solving. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data analyst,2025-04-17T08:34:40.167448,we are looking for a data analyst with experience in kubernetes pytorch agile tensorflow and problem solving the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'kubernetes', 'category': 'technical'}, {'name': 'tensorflow', 'category': 'technical'}, {'name': 'pytorch', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}, {'name': 'problem solving', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.706053,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0
data analyst,Digital Platforms,Remote,"We are looking for a data analyst with experience in Docker, Python, Kubernetes and JavaScript. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data analyst,2025-04-17T08:34:40.167448,we are looking for a data analyst with experience in docker python kubernetes and javascript the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'python', 'category': 'technical'}, {'name': 'javascript', 'category': 'technical'}, {'name': 'docker', 'category': 'technical'}, {'name': 'kubernetes', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.706053,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
data analyst,Smart Analytics,Remote,"We are looking for a data analyst with experience in Java, Node.js, JavaScript, Communication, AWS, Kubernetes and React. The ideal candidate will have strong technical skills and excellent communication abilities. This role is based in Remote and offers competitive compensation.",mock_data,data analyst,2025-04-17T08:34:40.167448,we are looking for a data analyst with experience in java node js javascript communication aws kubernetes and react the ideal candidate will have strong technical skills and excellent communication abilities this role is based in remote and offers competitive compensation,"[{'name': 'java', 'category': 'technical'}, {'name': 'javascript', 'category': 'technical'}, {'name': 'aws', 'category': 'technical'}, {'name': 'kubernetes', 'category': 'technical'}, {'name': 'react', 'category': 'technical'}, {'name': 'communication', 'category': 'soft'}]",data analyst,2025-04-17,2025-04-17T22:06:08.706053,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0
